config,subset,metric,mean,median,p90,p95,n
flank_40_30,full,kl,0.14579679639137508,0.0336099969726317,0.4187433127526872,0.6772523632182735,47962
flank_40_30,full,MFE_flank_40_30,-27.662911263083274,-27.4,-20.9,-19.3,47962
flank_40_30,full,freq_MFE_flank_40_30,0.022511102902047452,0.01316825,0.05117897000000001,0.0736586349999999,47962
flank_40_30,full,ens_div_flank_40_30,28.894735415537305,28.89,42.9,45.84,47962
flank_40_30,full,MFE_delta_gquad_flank_40_30,-0.0003973979400358617,0.0,0.0,0.0,47962
flank_40_30,restricted_mfe_q20,kl,0.18940864906886368,0.0302916283590805,0.5752449190370454,0.9738193352292694,9655
