chunk,type,seed,p_mean,p_levene
up_near,shuffle,134,0.8166179934340764,0.6493676480473314
up_near,shuffle,135,0.47561853224561074,0.38237913370375975
up_near,shuffle,136,0.0005775848143822867,0.4067816832885309
up_near,shuffle,137,0.06634665211099436,0.9626445500254761
up_near,shuffle,138,0.09012310169661121,0.006006465206084403
up_near,shuffle,139,0.011036648702539203,0.28523684505887364
up_near,shuffle,140,0.7234627175439255,0.8914441075050134
up_near,shuffle,141,0.07390045401781078,0.44787991799430066
up_mid,shuffle,42,0.25828105967146625,0.953036801516503
up_mid,shuffle,43,0.012912818927572638,0.152593965079295
up_mid,shuffle,44,0.007127866309312206,0.021249841559411356
up_mid,shuffle,45,0.38560999483817354,0.7528384240645312
up_mid,shuffle,46,0.9380140576863084,0.05988901252998561
up_mid,shuffle,47,0.1524094603780293,0.7557481574154021
up_mid,shuffle,48,0.8689130115068904,0.5200271131818845
up_mid,shuffle,49,0.00503598389333027,0.4525433833483683
up_mid,shuffle,50,0.053599064048262736,0.0019026493983800169
up_mid,shuffle,51,0.824573961439744,0.06221480206399598
up_mid,shuffle,52,0.5827638823554826,0.7041261252065155
up_mid,shuffle,53,0.6865745500784898,0.0002399919033336549
up_mid,shuffle,54,0.06805907090452135,0.026047063840768582
up_mid,shuffle,55,0.10182676238327332,0.04315989436697546
up_mid,shuffle,56,0.07158979847263966,0.6167466039055264
up_mid,shuffle,57,0.07529393443058088,0.9414395120370174
up_mid,shuffle,58,0.4279788022409625,0.877862369549655
up_mid,shuffle,59,0.6771054763598073,0.05645223192552895
up_mid,shuffle,60,0.32496217486492723,0.05374618169895838
up_mid,shuffle,61,0.8345895049521903,0.4486281875120399
up_mid,shuffle,62,0.015521252540483855,0.9855019596083019
up_mid,shuffle,63,0.06706061171140858,0.9628714285244887
up_mid,shuffle,64,0.8533520527416188,0.08150602925740158
up_mid,shuffle,65,0.01493162083778665,0.0063668912874949935
up_mid,shuffle,66,0.15120845504656036,0.0032883499660800565
up_mid,shuffle,67,0.10373188469260311,0.03630958732795191
up_mid,shuffle,68,0.4621868305186556,0.10841787258192417
up_mid,shuffle,69,0.023395235752300618,0.22359423087032196
up_mid,shuffle,70,1.194082648952969e-07,1.2405296925491345e-12
up_mid,shuffle,71,0.7664829846179462,0.050788236967483684
up_mid,shuffle,72,0.9006275339449789,0.6232103214905818
up_mid,shuffle,73,0.23844045811722658,0.40415952136536754
up_mid,shuffle,74,0.3017069605118329,0.8668970054204054
up_mid,shuffle,75,0.9299223863642714,0.3547536708470763
up_mid,shuffle,76,0.00011853532052337117,0.04825684831266527
up_mid,shuffle,77,0.41897794514366843,0.26261469597582715
up_mid,shuffle,78,0.13297418812800876,0.49041517552952074
up_mid,shuffle,79,1.216259720703293e-05,0.16796681075122535
up_mid,shuffle,80,0.09964025126087152,0.016413701301149042
up_mid,shuffle,81,0.12866534293995627,0.0025644836300610604
up_mid,shuffle,82,0.6140824897113987,0.28641277699085205
up_mid,shuffle,83,0.7690089224992303,0.2134512351091083
up_mid,shuffle,84,0.2610568477593799,0.3263701275670606
up_mid,shuffle,85,0.4470127566518348,0.656491605516248
up_mid,shuffle,86,0.5381123028538893,0.1300078992567374
up_mid,shuffle,87,0.47082752058593236,9.130491422265654e-06
up_mid,shuffle,88,0.004885216142201197,0.007227185206085459
up_mid,shuffle,89,0.08813581998787645,0.6362718462215327
up_mid,shuffle,90,0.10551840365599818,0.02857040674009048
up_mid,shuffle,91,0.09799614986329468,0.0003049748955761728
up_mid,shuffle,92,1.6788362499793664e-05,8.806672695006562e-05
up_mid,shuffle,93,0.12337512726216886,0.2472768254056867
up_mid,shuffle,94,0.4937345828832044,0.00680087450405781
up_mid,shuffle,95,0.10609221140230633,0.19152841054204836
up_mid,shuffle,96,0.053771367547053424,0.7503055476616737
up_mid,shuffle,97,0.11916401677503152,0.45646278853500044
up_mid,shuffle,98,0.2700919597831626,0.001533362146246034
up_mid,shuffle,99,0.5899276381301014,0.23863939840294188
up_mid,shuffle,100,0.44869785718028665,0.08951961303008235
up_mid,shuffle,101,0.554878277663688,0.7316595084691612
up_mid,shuffle,102,0.13020895180088257,0.1623793779602069
up_mid,shuffle,103,0.5861636984483475,0.057222755236570194
up_mid,shuffle,104,0.06925680294168886,0.020692007885523462
up_mid,shuffle,105,0.042370584977646134,0.14517180747025696
up_mid,shuffle,106,0.1090692117727691,0.00856812932574617
up_mid,shuffle,107,0.5894992027885287,0.7025026378088562
up_mid,shuffle,108,0.38817169994123873,0.056162677199656674
up_mid,shuffle,109,0.04784892325561662,0.002818711082841849
up_mid,shuffle,110,0.47473876425058964,0.7217247659544413
up_mid,shuffle,111,0.03322264875098041,0.008411929480393439
up_mid,shuffle,112,0.5728585160832564,0.4054749555121547
up_mid,shuffle,113,0.9944648701955402,0.0002543051692224716
up_mid,shuffle,114,0.3615533051766252,0.029704768131661632
up_mid,shuffle,115,0.9412846406653277,0.20536773231557848
up_mid,shuffle,116,0.00024626264037809774,0.6400119775456263
up_mid,shuffle,117,0.23394792558669938,0.11642518715228675
up_mid,shuffle,118,0.6971224159204036,0.8590655637280266
up_mid,shuffle,119,0.22984057744237732,0.05902609127589661
up_mid,shuffle,120,2.614367170538201e-06,4.3473279908425176e-05
up_mid,shuffle,121,0.45602994101884026,0.0466397256793671
up_mid,shuffle,122,0.00033543914476227306,0.3285351939465564
up_mid,shuffle,123,0.14218991039760623,0.9843278287749004
up_mid,shuffle,124,0.8505013726404329,0.3393648121100067
up_mid,shuffle,125,0.16849633289776655,0.018706519689288433
up_mid,shuffle,126,0.3848016731969516,0.7766030817827629
up_mid,shuffle,127,0.939068159840939,0.02291180953146595
up_mid,shuffle,128,0.9609409375767615,0.3966766484666915
up_mid,shuffle,129,0.03982157396910571,0.07670041074199865
up_mid,shuffle,130,0.8172601562843029,0.0043264402507703125
up_mid,shuffle,131,0.30928460425435483,0.1548097049923257
up_mid,shuffle,132,0.006286523975280846,0.006025706418438105
up_mid,shuffle,133,0.8685200313351302,0.4441453618763556
up_mid,shuffle,134,0.029361928155073668,0.5079040447770178
up_mid,shuffle,135,0.011945872013212696,0.0009436511753450878
up_mid,shuffle,136,0.3503216490260068,0.4157086549145235
up_mid,shuffle,137,0.10899461133018291,0.17272746577731263
up_mid,shuffle,138,0.0005734062100823942,0.05833784432724061
up_mid,shuffle,139,0.3992700784119098,0.7472890925700767
up_mid,shuffle,140,0.0012507470323387887,0.005784220377372949
up_mid,shuffle,141,0.06474781227557462,0.002102375204590866
up_far,shuffle,42,0.8478845272404634,0.6223204982641749
up_far,shuffle,43,0.25764371902331007,0.027204542128525112
up_far,shuffle,44,0.21491845972268347,0.9136757058197869
up_far,shuffle,45,0.2448101155410601,0.30665384864079925
up_far,shuffle,46,0.2688148118285176,0.19217657796063312
up_far,shuffle,47,0.07440046680423605,0.7211072302096874
up_far,shuffle,48,0.0005092763416641578,4.430831724191454e-06
up_far,shuffle,49,0.8735866283671002,0.37086549650287903
up_far,shuffle,50,0.0006246920791912303,0.011706884484270114
up_far,shuffle,51,0.1559128817064862,0.005358524867198355
up_far,shuffle,52,0.026144409484451077,0.07929916264934753
up_far,shuffle,53,0.14080302520326107,0.4423588167470983
up_far,shuffle,54,0.32498167401386907,0.330566263427832
up_far,shuffle,55,0.30346004523355713,0.21931306874562453
up_far,shuffle,56,0.013314032990407279,0.10490838840938038
up_far,shuffle,57,0.3134915664051752,0.09683972429467384
up_far,shuffle,58,0.16865967211832825,0.14951241529698983
up_far,shuffle,59,0.3449907068965924,0.03287316300426072
up_far,shuffle,60,0.0023831185281601077,0.0007510427651234792
up_far,shuffle,61,0.9465578177129086,0.44531520161708166
up_far,shuffle,62,0.0008112756892614975,0.014520808092749624
up_far,shuffle,63,0.46239186328213633,0.001553551807509346
up_far,shuffle,64,0.91051297906198,0.003048026247896754
up_far,shuffle,65,0.08384014865965786,0.6200917023106224
up_far,shuffle,66,0.8979934779583061,0.0017927007034729792
up_far,shuffle,67,0.6617931694797253,0.9052497855322025
up_far,shuffle,68,0.6857588230273444,0.0005888369470595292
up_far,shuffle,69,0.12384382117738228,0.040454563109202556
up_far,shuffle,70,0.5589829347045548,0.00469305196420831
up_far,shuffle,71,0.02843304572213332,0.0009433794376918668
up_far,shuffle,72,0.024520312488879835,0.7405322834259229
up_far,shuffle,73,0.026273065639821836,0.03620103663023059
up_far,shuffle,74,0.03141392497107645,0.1681203168171301
up_far,shuffle,75,0.3119525621783483,0.5075078672437215
up_far,shuffle,76,0.6672630693756637,0.5816049954826722
up_far,shuffle,77,0.9057229493420664,0.02136632210153926
up_far,shuffle,78,0.33022991000122787,0.2426766208417092
up_far,shuffle,79,0.2636825075080062,0.01164870063227905
up_far,shuffle,80,0.003316313987953594,0.0006038896925257006
up_far,shuffle,81,0.06002169834717067,0.14045893511198287
up_far,shuffle,82,0.8393700039542733,0.3522556505324477
up_far,shuffle,83,0.002745630003347952,0.025645611232410197
up_far,shuffle,84,0.1814955634693568,0.004159903021184453
up_far,shuffle,85,0.6872402591608221,0.27469425555870247
up_far,shuffle,86,0.22951725547694043,0.322145487690232
up_far,shuffle,87,0.10242603417813372,0.14476196831142987
up_far,shuffle,88,0.18550052561538002,0.8063031383114381
up_far,shuffle,89,0.006288818505432587,0.1877730247445115
up_far,shuffle,90,0.6871117423034099,0.7761892781506715
up_far,shuffle,91,0.5546618118300689,0.28321803933249506
up_far,shuffle,92,0.022503106909644723,0.0005145159290172289
up_far,shuffle,93,0.010108261163636906,0.022772394837058448
up_far,shuffle,94,0.42117475912239355,0.012051357943779368
up_far,shuffle,95,0.0002494793704301736,0.09819502148672336
up_far,shuffle,96,0.21238090502273013,0.41139220493366646
up_far,shuffle,97,0.29487569979235984,0.41705510076333946
up_far,shuffle,98,0.07157024687314265,0.0013319413360350306
up_far,shuffle,99,0.531408708317795,0.8562674246605257
up_far,shuffle,100,0.41422654370237316,0.9855341455868569
up_far,shuffle,101,0.7242617455391361,0.23902252714969172
up_far,shuffle,102,0.230362368202285,0.8246148588727906
up_far,shuffle,103,0.2865950339250448,0.11816675507696583
up_far,shuffle,104,0.2862328958569575,0.20158778295274055
up_far,shuffle,105,0.7985520402821185,0.7056969424784579
up_far,shuffle,106,0.041893830370345456,0.08569840285767494
up_far,shuffle,107,0.6669717258180728,0.949674086156964
up_far,shuffle,108,0.2682475878047581,0.24290432778183255
up_far,shuffle,109,0.28661202856713286,0.5830210738058499
up_far,shuffle,110,0.20949519577173148,0.9055313337880705
up_far,shuffle,111,0.07994194390443544,0.6717281589011712
up_far,shuffle,112,0.829329265044511,0.610032753351977
up_far,shuffle,113,0.00397943491278044,0.35864247082694783
up_far,shuffle,114,0.021744321651695944,0.03722266185462403
up_far,shuffle,115,0.005056802703678122,5.072043159117011e-05
up_far,shuffle,116,0.14654812951408547,0.0013027502795294552
up_far,shuffle,117,0.10660685567677691,0.3014235162833523
up_far,shuffle,118,0.13474421566480957,0.3943284398400019
up_far,shuffle,119,0.0839366969650766,0.3265250472289747
up_far,shuffle,120,0.3945778693443594,0.08160687582535253
up_far,shuffle,121,0.7651881595747506,0.19671660503860805
up_far,shuffle,122,0.13799502730679727,0.2215036062664227
up_far,shuffle,123,0.5147890375311799,0.25236543317464133
up_far,shuffle,124,0.0458453836745927,0.5455093261166116
up_far,shuffle,125,0.27561812059092117,0.016516384440588484
up_far,shuffle,126,0.8674096674136359,0.011060071189624493
up_far,shuffle,127,0.07872342452635442,0.467491588014111
up_far,shuffle,128,1.6631951800582598e-05,0.00019448950352055
up_far,shuffle,129,0.658983720920408,0.023757070074255347
up_far,shuffle,130,0.003781922953212118,9.078054014086838e-06
up_far,shuffle,131,0.9421265768629232,6.870150465319577e-05
up_far,shuffle,132,0.1989795650016664,0.1018408463268028
up_far,shuffle,133,0.04695724496621441,0.02093542709603742
up_far,shuffle,134,0.095187312352724,0.0395475565098896
up_far,shuffle,135,0.003282791138501448,0.00038588830735569317
up_far,shuffle,136,0.2752525399435322,0.0008787115430395789
up_far,shuffle,137,0.22715909736804857,0.004226059743506378
up_far,shuffle,138,0.5656152666258899,0.09683954109547398
up_far,shuffle,139,0.021202346830404804,0.839324257228138
up_far,shuffle,140,0.04152487015798526,0.7603221113823213
up_far,shuffle,141,0.0007501097110701729,0.9528582382176276
up_total,shuffle,42,0.008642214468016916,0.5070151603592866
up_total,shuffle,43,0.09154236179129306,0.0022071353736859943
up_total,shuffle,44,0.05177559358542034,0.8219674638664705
up_total,shuffle,45,0.032630488285686314,0.8172080881552077
up_total,shuffle,46,0.5562736368626789,0.09209185499705885
up_total,shuffle,47,0.3807103960018291,0.9445780237687583
up_total,shuffle,48,0.0018878818140454937,0.41251981155781037
up_total,shuffle,49,0.07228497949193438,0.11881623566825633
up_total,shuffle,50,4.6974256593020975e-05,0.2620378025506813
up_total,shuffle,51,0.3281963427014754,0.5480127440015803
up_total,shuffle,52,0.9636623054664039,0.04894329236994232
up_total,shuffle,53,0.6721179088440974,0.211247854339321
up_total,shuffle,54,0.118099855092692,0.1303015259394559
up_total,shuffle,55,0.0610606646894198,0.0008773831667451605
up_total,shuffle,56,0.008931686805265952,0.473153082399115
up_total,shuffle,57,0.0011779584566382027,0.5925992401408139
up_total,shuffle,58,1.3280770750633567e-05,0.04065260751918326
up_total,shuffle,59,0.10271465391659597,0.8867121240081629
up_total,shuffle,60,0.22777465566748792,0.9389411018003815
up_total,shuffle,61,0.028530947498860714,0.8647380018367122
up_total,shuffle,62,0.0014974560031534383,0.8565466435520025
up_total,shuffle,63,0.05587537130470046,0.3461871961045678
up_total,shuffle,64,0.8179314570142284,0.46657811758183626
up_total,shuffle,65,0.0007233843799571475,0.06645196666854657
up_total,shuffle,66,0.07807890789187703,0.004220629497244954
up_total,shuffle,67,0.17518404220622588,0.06380746657622231
up_total,shuffle,68,0.30839450802778023,0.829670626309035
up_total,shuffle,69,0.2541097572570939,0.0028806726449396277
up_total,shuffle,70,0.657036591238364,0.2865870661230132
up_total,shuffle,71,3.003244817910554e-05,0.00519851910805469
up_total,shuffle,72,0.0199519116792606,0.44394531455177794
up_total,shuffle,73,0.00021918269755055744,0.0236230059421122
