config,metric,mean,median,p90,p95,n
vienna60,kl,0.09750575236888664,0.0181680615796823,0.25848290941166663,0.47161337387067065,47962
vienna60,MFE_vienna60,-5.636470124401332,-5.25,-1.5700000524520874,-0.7799999713897705,47962
vienna60,freq_MFE_vienna60,0.0028836353847650226,0.001320865,0.006506500000000002,0.010469869999999982,47962
vienna60,ens_div_vienna60,33.240226429256495,33.89,42.23,44.28,47962
