seed,stage,epoch,train_loss,val_kl,val_mse,test_kl,test_mse,sumdiff_w,sumdiff_b
242,3,1,4.41879395,0.18495850,0.06283794,0.18303419,0.06233693,0.75771540,0.01016039
242,3,2,4.31829758,0.19024432,0.06503228,0.18819975,0.06445692,0.76218629,0.01012937
242,3,3,4.23130317,0.19911793,0.06856364,0.19678929,0.06784187,0.76880562,0.01009701
242,3,4,4.16265583,0.19666890,0.06768153,0.19464907,0.06699967,0.77540904,0.01014777
242,3,5,4.11947036,0.17711653,0.05968486,0.17587478,0.05940645,0.76418346,0.01026856
242,3,6,4.04432325,0.17772479,0.05933086,0.17693637,0.05920520,0.76601440,0.01034417
242,3,7,3.99662609,0.17663156,0.05895734,0.17595106,0.05885452,0.77822042,0.01034323
242,3,8,3.94592936,0.17997666,0.06107847,0.17823549,0.06053858,0.78734106,0.01027433
242,3,9,3.87916918,0.21871465,0.07293032,0.21877649,0.07309834,0.78280467,0.01050197
242,3,10,3.81996496,0.20049800,0.06929660,0.19802011,0.06835664,0.79660475,0.01015906
242,3,11,3.79442657,0.17566281,0.05941854,0.17406997,0.05885085,0.79076022,0.01028276
242,3,12,3.72743745,0.17967386,0.06110403,0.17777606,0.06039369,0.79152393,0.01025895
242,3,13,3.65450077,0.20376953,0.07058415,0.20084618,0.06945500,0.80795074,0.01013824
242,3,14,3.60703579,0.18429988,0.06297703,0.18188422,0.06208942,0.82216537,0.01021496
242,3,15,3.56322938,0.17762400,0.05919525,0.17679283,0.05895928,0.83257753,0.01042783
242,3,16,3.51419572,0.17868816,0.06079577,0.17653851,0.05995871,0.83178568,0.01021270
242,3,17,3.45579892,0.18987695,0.06523113,0.18714408,0.06417635,0.85456514,0.01015532
242,3,18,3.45961691,0.19719037,0.06810111,0.19443503,0.06694699,0.84001130,0.01016218
242,3,19,3.37465895,0.17709037,0.05898202,0.17618323,0.05867346,0.86689651,0.01042769
242,3,20,3.33566586,0.18218334,0.06071013,0.18152834,0.06052700,0.86592650,0.01046520
242,3,21,3.29085313,0.17416199,0.05910816,0.17175204,0.05813507,0.89151561,0.01017465
242,3,22,3.27544136,0.16709641,0.05580769,0.16562478,0.05524744,0.88540226,0.01028723
242,3,23,3.20409443,0.16540675,0.05541448,0.16375507,0.05471258,0.90294915,0.01028028
242,3,24,3.18015590,0.17099847,0.05787520,0.16837513,0.05679780,0.90370166,0.01017286
242,3,25,3.13705877,0.17133407,0.05804990,0.16899984,0.05703835,0.91846859,0.01011705
242,3,26,3.08592199,0.17321146,0.05884661,0.17020354,0.05761298,0.93289989,0.01007961
242,3,27,3.05225538,0.18200372,0.06038832,0.18086850,0.06013969,0.95018977,0.01036470
242,3,28,3.03846231,0.16264679,0.05413097,0.16096803,0.05347160,0.96648008,0.01021866
242,3,29,2.98347092,0.16371264,0.05441988,0.16200843,0.05381730,0.97258830,0.01019493
242,3,30,2.94801409,0.16352821,0.05503472,0.16089753,0.05392589,0.98736769,0.01000810
242,3,31,2.91610410,0.16807424,0.05571296,0.16692146,0.05537762,1.00525224,0.01019326
242,3,32,2.88382358,0.15989719,0.05309621,0.15828239,0.05249839,1.01077306,0.01007144
242,3,33,2.85619667,0.15887636,0.05269184,0.15701466,0.05203374,1.03538513,0.01001337
242,3,34,2.81661028,0.16415605,0.05430480,0.16296495,0.05399662,1.05286682,0.01005590
242,3,35,2.79249452,0.15693285,0.05202830,0.15510596,0.05135760,1.05970073,0.00988791
242,3,36,2.74770128,0.16435417,0.05562467,0.16131474,0.05434392,1.08866978,0.00959440
242,3,37,2.72748019,0.16668358,0.05663936,0.16352818,0.05522893,1.10775673,0.00958370
242,3,38,2.71176069,0.17168981,0.05866661,0.16817546,0.05709467,1.11484575,0.00947529
242,3,39,2.68211830,0.15505669,0.05124509,0.15361919,0.05075115,1.12351143,0.00975432
242,3,40,2.64910350,0.15220643,0.05042333,0.14998557,0.04958679,1.14453793,0.00957929
242,3,41,2.61507718,0.15326846,0.05053487,0.15112697,0.04983422,1.15899479,0.00951289
242,3,42,2.60624320,0.15068179,0.05001358,0.14855363,0.04913470,1.17341280,0.00946871
242,3,43,2.57087922,0.15007449,0.04952824,0.14787040,0.04873029,1.20132482,0.00939451
242,3,44,2.54692850,0.15458930,0.05188126,0.15158273,0.05053453,1.21394312,0.00914753
242,3,45,2.51853525,0.15174554,0.05078871,0.14879292,0.04946453,1.23602140,0.00918334
242,3,46,2.49053673,0.15006773,0.05013677,0.14716110,0.04880705,1.26754892,0.00916033
242,3,47,2.47245832,0.14665643,0.04857656,0.14371207,0.04739884,1.27675629,0.00913719
242,3,48,2.45604660,0.14536700,0.04782640,0.14284291,0.04688387,1.30137587,0.00910912
242,3,49,2.42643912,0.14486251,0.04756397,0.14273979,0.04675857,1.32608414,0.00908209
242,3,50,2.40557010,0.15346354,0.05029652,0.15190332,0.04988973,1.34501326,0.00916994
242,3,51,2.38740457,0.14336451,0.04701019,0.14120914,0.04618410,1.36279750,0.00906599
242,3,52,2.34745408,0.14368049,0.04714002,0.14125147,0.04623072,1.39406741,0.00901981
242,3,53,2.33758347,0.14112389,0.04664121,0.13813969,0.04533884,1.42095733,0.00880936
242,3,54,2.32398834,0.13975173,0.04575178,0.13694164,0.04463679,1.42923367,0.00883823
242,3,55,2.30367797,0.14323630,0.04767946,0.13970045,0.04604103,1.44717646,0.00871776
242,3,56,2.28065454,0.15504491,0.05065398,0.15329472,0.05025642,1.47945011,0.00899759
242,3,57,2.26203408,0.13753351,0.04524220,0.13431803,0.04384579,1.49650657,0.00879703
242,3,58,2.23970066,0.13967112,0.04629703,0.13570946,0.04457590,1.53425670,0.00855022
242,3,59,2.23234608,0.13643964,0.04491749,0.13292813,0.04336421,1.54942083,0.00866930
242,3,60,2.20750243,0.13802455,0.04569143,0.13418759,0.04398412,1.57928622,0.00862770
242,3,61,2.20305727,0.14509173,0.04715741,0.14281055,0.04647767,1.59860671,0.00887482
242,3,62,2.18828385,0.16999844,0.05879720,0.16488562,0.05634598,1.60526621,0.00831371
242,3,63,2.16223274,0.13256869,0.04318065,0.12905083,0.04175180,1.63691425,0.00869121
242,3,64,2.15484263,0.13435660,0.04424663,0.13050593,0.04257332,1.64844418,0.00861582
242,3,65,2.14208503,0.14611134,0.04742548,0.14395264,0.04683741,1.67035878,0.00884900
242,3,66,2.12591226,0.13148417,0.04293685,0.12747931,0.04125235,1.69098771,0.00857430
242,3,67,2.11185713,0.13126684,0.04305576,0.12750280,0.04138634,1.72321129,0.00855225
242,3,68,2.10657309,0.13106457,0.04279686,0.12687941,0.04105608,1.71898723,0.00857313
242,3,69,2.09458528,0.13307727,0.04292583,0.12970935,0.04172669,1.74599779,0.00876223
242,3,70,2.07699769,0.12956736,0.04196979,0.12593776,0.04054069,1.76788485,0.00863554
242,3,71,2.06052585,0.12865686,0.04179732,0.12491483,0.04020749,1.79096210,0.00852406
242,3,72,2.05217467,0.12777613,0.04156101,0.12410825,0.03999795,1.82269061,0.00865785
242,3,73,2.04474804,0.12911634,0.04222684,0.12499785,0.04045903,1.83632541,0.00851566
242,3,74,2.03898252,0.14846009,0.05035756,0.14352057,0.04808277,1.84562087,0.00837092
242,3,75,2.02946267,0.12686359,0.04111330,0.12294508,0.03953338,1.86610496,0.00857012
242,3,76,2.01455566,0.12610932,0.04081403,0.12267334,0.03936231,1.88126242,0.00856452
242,3,77,2.00757150,0.12838498,0.04191457,0.12397802,0.04009394,1.89302874,0.00850807
242,3,78,1.99778883,0.13093510,0.04312559,0.12648571,0.04122956,1.91520286,0.00849084
242,3,79,1.98701943,0.12747210,0.04086932,0.12463536,0.03983983,1.92341518,0.00865046
242,3,80,1.97984861,0.12599660,0.04045496,0.12261687,0.03919393,1.94858134,0.00863255
242,3,81,1.97596330,0.12621011,0.04055126,0.12335781,0.03940677,1.95592213,0.00874460
242,3,82,1.96677373,0.12448762,0.04012599,0.12084374,0.03865505,1.97840834,0.00868290
242,3,83,1.95619883,0.12489240,0.04053435,0.12083469,0.03884778,2.00648665,0.00853938
242,3,84,1.95567201,0.13508332,0.04336569,0.13253322,0.04262690,2.01705289,0.00876326
242,3,85,1.94450858,0.12502582,0.04049702,0.12108580,0.03885612,2.02136612,0.00844943
242,3,86,1.93569892,0.12371392,0.03997008,0.11962093,0.03834215,2.04484344,0.00858955
242,3,87,1.93121856,0.12334758,0.03988684,0.11944239,0.03829987,2.05662012,0.00859512
242,3,88,1.91780051,0.15880532,0.05467423,0.15344911,0.05224891,2.08078694,0.00815368
242,3,89,1.91641889,0.13232827,0.04386395,0.12783131,0.04191272,2.09484863,0.00831916
242,3,90,1.91250755,0.12267020,0.03959448,0.11874868,0.03802060,2.10982513,0.00861746
242,3,91,1.89942587,0.12321974,0.03938215,0.11990421,0.03816833,2.13199592,0.00881357
242,3,92,1.89926298,0.12237443,0.03952436,0.11870929,0.03801635,2.14973545,0.00863159
242,3,93,1.89371704,0.13157684,0.04353558,0.12725537,0.04166722,2.15674663,0.00851500
242,3,94,1.89532224,0.12152235,0.03910063,0.11792812,0.03770276,2.16796947,0.00865136
242,3,95,1.88273635,0.13137922,0.04354882,0.12688861,0.04163913,2.19120765,0.00853600
242,3,96,1.87764832,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,3,97,1.87393692,0.12827574,0.04218233,0.12378669,0.04030079,2.21056795,0.00861492
242,3,98,1.86998421,0.12148553,0.03891162,0.11811948,0.03758569,2.23127198,0.00875654
242,3,99,1.85988751,0.12190091,0.03931141,0.11781008,0.03761874,2.24933553,0.00872656
242,3,100,1.86005981,0.12330328,0.03996513,0.11928085,0.03827411,2.26059294,0.00872785
242,4,1,1.70571122,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,2,1.46299285,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,3,1.34481571,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,4,1.29897195,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,5,1.28618844,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,6,1.28549248,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,7,1.28547576,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,8,1.28546974,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,9,1.28546357,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,10,1.28545614,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,11,1.28544949,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,12,1.28544732,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,13,1.28544099,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,14,1.28543124,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,15,1.28541933,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,16,1.28540575,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,5,1,1.42392242,0.11876465,0.03818539,0.11534175,0.03689322,2.21270108,0.00874613
242,5,2,1.28230390,0.11750101,0.03802651,0.11398097,0.03662435,2.21708131,0.00862474
242,5,3,1.23059900,0.11669887,0.03787932,0.11308491,0.03644147,2.22496367,0.00858616
242,5,4,1.20603617,0.11631660,0.03772692,0.11303959,0.03648827,2.23403406,0.00858177
242,5,5,1.18026514,0.11717807,0.03844323,0.11312965,0.03679783,2.24295259,0.00833554
242,5,6,1.15032446,0.11723326,0.03839151,0.11338939,0.03684540,2.25270748,0.00829099
242,5,7,1.11962473,0.11902303,0.03865982,0.11545022,0.03727817,2.26102638,0.00823742
242,5,8,1.09188936,0.12179141,0.03925814,0.11827155,0.03790346,2.26762247,0.00814299
242,5,9,1.07036723,0.12575293,0.04063262,0.12113379,0.03879860,2.27076292,0.00797887
242,5,10,1.05390277,0.12572317,0.04013538,0.12175167,0.03854679,2.26861763,0.00799339
242,5,11,1.04252322,0.12705777,0.04019948,0.12312429,0.03865222,2.26433396,0.00794454
242,5,12,1.03321750,0.12809845,0.04060207,0.12405215,0.03895756,2.25801444,0.00788014
242,5,13,1.02801560,0.12765846,0.04029686,0.12366027,0.03871005,2.25085521,0.00788151
242,5,14,1.02167534,0.12715258,0.03994342,0.12353602,0.03852501,2.24495554,0.00788340
242,4,1,1.70608425,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,2,1.46325917,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,3,1.34474191,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,4,1.29878445,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,5,1.28615453,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,6,1.28548854,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,7,1.28547330,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,8,1.28546874,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,9,1.28544880,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,10,1.28546122,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,11,1.28544242,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,12,1.28544614,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,13,1.28543830,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,14,1.28543008,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,15,1.28541889,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,16,1.28541494,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,17,1.28540640,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,18,1.28539278,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,19,1.28538674,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,20,1.28537543,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,21,1.28536534,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,22,1.28536207,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,23,1.28534925,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,24,1.28533748,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,25,1.28533403,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,26,1.28531745,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,27,1.28531007,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,28,1.28529696,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,29,1.28529227,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,30,1.28527514,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,31,1.28526682,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,32,1.28524804,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,33,1.28523289,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,34,1.28522381,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,35,1.28520784,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,36,1.28520017,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,37,1.28518427,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,38,1.28517023,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,39,1.28514546,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,40,1.28514099,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,41,1.28511912,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,42,1.28510008,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,43,1.28508448,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,44,1.28507676,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,45,1.28505605,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,46,1.28504173,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,47,1.28501539,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,48,1.28499215,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,49,1.28497903,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,50,1.28495798,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,4,51,1.28493462,0.12147984,0.03878710,0.11794194,0.03746354,2.20941234,0.00880831
242,5,1,1.42325408,0.12001899,0.03902540,0.11612728,0.03741773,2.21203995,0.00861931
242,5,2,1.28215268,0.11774591,0.03797278,0.11441586,0.03670324,2.21639657,0.00868379
242,5,3,1.23019442,0.11669968,0.03787519,0.11310720,0.03646205,2.22409225,0.00857553
242,5,4,1.20599003,0.11604652,0.03775611,0.11238171,0.03631591,2.23264194,0.00850137
242,5,5,1.18030304,0.11613025,0.03794129,0.11249775,0.03649546,2.24234509,0.00839310
242,5,6,1.15033482,0.11793519,0.03834554,0.11497146,0.03720890,2.25116158,0.00838521
242,5,7,1.11983078,0.11954742,0.03909396,0.11531802,0.03741114,2.26012969,0.00816182
242,5,8,1.09159105,0.12202868,0.03960982,0.11781718,0.03792099,2.26804495,0.00810994
