seed,stage,epoch,train_loss,val_kl,val_mse,test_kl,test_mse,sumdiff_w,sumdiff_b
142,1,44,4.98479643,0.20684829,0.07100612,0.20897238,0.07150013,-0.80809861,0.00272184
142,1,45,4.94606984,0.20875278,0.07181286,0.21070196,0.07223857,-0.79911357,0.00275888
142,1,46,4.88027018,0.19685471,0.06646686,0.19978306,0.06728936,-0.78777713,0.00287214
142,1,47,4.81361606,0.21295752,0.07351691,0.21478695,0.07388868,-0.79782534,0.00283029
142,1,48,4.74171114,0.20027644,0.06654083,0.20410117,0.06778576,-0.80327934,0.00299886
142,1,49,4.70158252,0.21445035,0.07413636,0.21587171,0.07437626,-0.79758382,0.00289576
142,1,50,4.65302936,0.19629006,0.06591750,0.19950293,0.06686184,-0.79714471,0.00305063
142,2,1,10.22155631,0.20668634,0.07018663,0.20784789,0.07035078,-0.77334249,0.00293618
142,2,2,6.56142625,0.21518010,0.07106157,0.21837333,0.07221401,-0.76622784,0.00298232
142,2,3,6.53409611,0.31130251,0.10115513,0.31815796,0.10363463,-0.74937040,0.00303697
142,2,4,6.30604402,0.21593737,0.07496074,0.21671377,0.07495516,-0.73185128,0.00297959
142,2,5,6.17322897,0.23443086,0.07741202,0.23931334,0.07917187,-0.70572323,0.00305959
142,2,6,5.95396611,0.21625543,0.07521260,0.21659058,0.07505099,-0.68500710,0.00300419
142,2,7,5.80667071,0.21427579,0.07436715,0.21476444,0.07425201,-0.64984876,0.00303656
142,2,8,5.53702547,0.26357861,0.08705177,0.26944847,0.08921709,-0.65065813,0.00317452
142,2,9,5.34883625,0.18923552,0.06371676,0.19205032,0.06455991,-0.64652383,0.00316044
142,2,10,5.11263933,0.18683340,0.06308531,0.18903501,0.06368542,-0.67395753,0.00319723
142,2,11,4.99562135,0.31113775,0.10189095,0.31865696,0.10447106,-0.65808433,0.00339779
142,2,12,4.87001419,0.19307808,0.06451862,0.19680420,0.06579761,-0.65128559,0.00339622
142,2,13,4.66773065,0.18475934,0.06227473,0.18729757,0.06302533,-0.66076881,0.00345610
142,2,14,4.54933046,0.18604602,0.06315568,0.18773761,0.06352597,-0.68275732,0.00354939
142,2,15,4.45252667,0.20431170,0.06769468,0.20866931,0.06929163,-0.68378949,0.00377297
142,2,16,4.35456359,0.19389594,0.06656430,0.19494943,0.06665481,-0.67047644,0.00379186
142,2,17,4.22645476,0.20190598,0.06982250,0.20255201,0.06974021,-0.68849432,0.00389732
142,2,18,4.13045300,0.18765561,0.06402023,0.18897212,0.06422931,-0.71130365,0.00408156
142,2,19,4.06206332,0.18229648,0.06127870,0.18441137,0.06188417,-0.71094453,0.00425378
142,2,20,4.00097320,0.19682691,0.06531247,0.20050838,0.06659599,-0.70951736,0.00448644
142,2,21,3.93404229,0.18162471,0.06120752,0.18347743,0.06169159,-0.71615040,0.00451082
142,2,22,3.83734426,0.19452788,0.06696702,0.19525541,0.06693962,-0.73068935,0.00451591
142,2,23,3.76646286,0.18381824,0.06128496,0.18682509,0.06228700,-0.74737597,0.00476482
142,2,24,3.70590706,0.18844032,0.06260845,0.19168461,0.06373188,-0.75187343,0.00486983
142,2,25,3.66332017,0.17816853,0.05982689,0.18015618,0.06039052,-0.77119112,0.00489889
142,2,26,3.58985036,0.19570017,0.06753794,0.19592116,0.06730213,-0.77732456,0.00480188
142,2,27,3.55339106,0.18383931,0.06276925,0.18477429,0.06281195,-0.78024101,0.00495235
142,2,28,3.49648686,0.18000429,0.05997334,0.18273407,0.06089097,-0.79012561,0.00518594
142,2,29,3.42955782,0.17556145,0.05931232,0.17724740,0.05969663,-0.80238819,0.00513533
142,2,30,3.39837275,0.18016074,0.05979762,0.18302286,0.06079841,-0.81602883,0.00533660
142,2,31,3.33816043,0.17576098,0.05855526,0.17845760,0.05947280,-0.82807219,0.00536930
142,2,32,3.29531458,0.17353758,0.05799792,0.17579473,0.05870226,-0.83884931,0.00543549
142,2,33,3.25198003,0.17335012,0.05861317,0.17460185,0.05882888,-0.85130280,0.00532003
142,2,34,3.21362432,0.17567226,0.05967630,0.17645863,0.05970407,-0.86086333,0.00533844
142,2,35,3.18195864,0.17162794,0.05711872,0.17389275,0.05787095,-0.87925893,0.00559232
142,2,36,3.13598355,0.18763332,0.06457514,0.18748540,0.06420303,-0.90482759,0.00540444
142,2,37,3.11013982,0.17238566,0.05709259,0.17439823,0.05777648,-0.91113859,0.00568198
142,2,38,3.06440316,0.18686669,0.06429794,0.18643973,0.06383473,-0.92692125,0.00548686
142,2,39,3.02897360,0.16622889,0.05556968,0.16743625,0.05587716,-0.93996775,0.00567341
142,2,40,3.00563382,0.16860270,0.05689535,0.16930968,0.05694644,-0.94136834,0.00556726
142,2,41,2.95820803,0.17093979,0.05650826,0.17355324,0.05747783,-0.96503270,0.00578451
142,2,42,2.93563445,0.17393651,0.05919499,0.17422222,0.05904605,-0.97071767,0.00548844
142,2,43,2.90042714,0.16312240,0.05451827,0.16411358,0.05475139,-0.98887396,0.00561933
142,2,44,2.85977807,0.17851844,0.06110229,0.17810656,0.06069877,-1.00990164,0.00544078
142,2,45,2.84223184,0.17548676,0.05991026,0.17529631,0.05959867,-1.02656078,0.00543982
142,2,46,2.80858280,0.16082645,0.05331296,0.16229629,0.05381144,-1.04802406,0.00570948
142,2,47,2.78078296,0.16102049,0.05323198,0.16268092,0.05382381,-1.05906343,0.00570236
142,2,48,2.74321696,0.17390484,0.05931353,0.17335106,0.05890807,-1.08662128,0.00553969
142,2,49,2.72802593,0.15781894,0.05243362,0.15895606,0.05280979,-1.10103905,0.00575924
142,2,50,2.69700612,0.15887804,0.05234985,0.16065173,0.05305224,-1.11826706,0.00590385
142,3,1,2.67734597,0.16616144,0.05557370,0.16923337,0.05683932,-1.20283496,0.00590627
142,3,2,2.64989829,0.17829984,0.05988899,0.18225506,0.06157843,-1.21940851,0.00581460
142,3,3,2.62069031,0.17520643,0.05943310,0.17454233,0.05896768,-1.23701286,0.00519860
142,3,4,2.60298965,0.16637914,0.05571594,0.16957076,0.05705044,-1.25331151,0.00565963
142,3,5,2.58077806,0.15048438,0.05009941,0.15155694,0.05042145,-1.26919043,0.00533235
142,3,6,2.55688102,0.17419524,0.05842925,0.17774659,0.05999999,-1.27380478,0.00554701
142,3,7,2.52266803,0.14894065,0.04943191,0.15014117,0.04985455,-1.29618299,0.00518843
142,3,8,2.50181816,0.16346723,0.05449497,0.16670469,0.05593938,-1.32324195,0.00538968
142,3,9,2.47310505,0.14689552,0.04871667,0.14764648,0.04898479,-1.34863329,0.00497821
142,3,10,2.45202463,0.14513961,0.04804627,0.14604178,0.04839045,-1.37427223,0.00492250
142,3,11,2.42479523,0.14438359,0.04777405,0.14528724,0.04810537,-1.39490604,0.00487124
142,3,12,2.40037498,0.14430907,0.04759560,0.14592457,0.04833325,-1.42961907,0.00481874
142,3,13,2.38269604,0.14774792,0.04888553,0.14935362,0.04962624,-1.45145941,0.00496812
142,3,14,2.35616688,0.14124586,0.04659005,0.14184856,0.04682925,-1.48921633,0.00469076
142,3,15,2.34943573,0.14047006,0.04626668,0.14133017,0.04663646,-1.50830579,0.00464414
142,3,16,2.32230683,0.13992901,0.04603310,0.14021887,0.04616711,-1.53678894,0.00461751
142,3,17,2.29281688,0.13792137,0.04528424,0.13861245,0.04562622,-1.56649351,0.00445763
142,3,18,2.27881544,0.13713220,0.04499239,0.13782651,0.04532797,-1.59358740,0.00450717
142,3,19,2.26797274,0.13703129,0.04501350,0.13706350,0.04503830,-1.61709476,0.00440691
142,3,20,2.24104272,0.13557944,0.04435575,0.13635743,0.04475523,-1.65849721,0.00450272
142,3,21,2.22914189,0.14071283,0.04622024,0.14207713,0.04692396,-1.68643188,0.00456100
142,3,22,2.21320587,0.13334154,0.04347380,0.13420477,0.04394560,-1.71671796,0.00437846
142,3,23,2.19629913,0.13489664,0.04425130,0.13491377,0.04427979,-1.75106192,0.00422105
142,3,24,2.17540303,0.13170692,0.04288356,0.13225351,0.04319574,-1.78496003,0.00430517
142,3,25,2.16504487,0.13062379,0.04251711,0.13093148,0.04270662,-1.80634415,0.00417049
142,3,26,2.14208808,0.13126331,0.04278570,0.13111822,0.04277673,-1.83794355,0.00409630
142,3,27,2.13125525,0.13971033,0.04583065,0.14142794,0.04672887,-1.86876190,0.00435667
142,3,28,2.12047515,0.13272010,0.04317560,0.13403709,0.04389658,-1.90295684,0.00419188
142,3,29,2.11067783,0.15666167,0.05248983,0.15566035,0.05208106,-1.92507052,0.00375009
142,3,30,2.09900371,0.13013065,0.04218889,0.13142355,0.04289660,-1.95028818,0.00420959
142,3,31,2.08013418,0.12679876,0.04099550,0.12755661,0.04145569,-1.99080563,0.00411118
142,3,32,2.06318411,0.12652774,0.04091223,0.12744119,0.04142953,-2.01846766,0.00405418
142,3,33,2.05880809,0.12500787,0.04040372,0.12523568,0.04058130,-2.04934430,0.00392604
142,3,34,2.05007862,0.12486656,0.04034224,0.12501064,0.04050237,-2.07439685,0.00394203
142,3,35,2.03324970,0.13341559,0.04340973,0.13522103,0.04441406,-2.10352802,0.00420858
142,3,36,2.02341014,0.14035974,0.04599154,0.14227804,0.04708099,-2.12853456,0.00421182
142,3,37,2.01804287,0.12552328,0.04044228,0.12649154,0.04102210,-2.16185451,0.00398505
142,3,38,2.01126708,0.12244118,0.03945276,0.12275016,0.03969099,-2.18071771,0.00386479
142,3,39,1.99173289,0.12221762,0.03924981,0.12294922,0.03966752,-2.21164370,0.00395992
142,3,40,1.99109210,0.12155983,0.03907786,0.12216198,0.03945765,-2.24695587,0.00400268
142,3,41,1.98495704,0.12449009,0.04032914,0.12481312,0.04050950,-2.25369859,0.00380718
142,3,42,1.97012083,0.12356099,0.03991901,0.12382868,0.04009841,-2.27853084,0.00379705
142,3,43,1.96761714,0.12054860,0.03869269,0.12116397,0.03906726,-2.31235909,0.00400557
142,3,44,1.94973239,0.12333931,0.03958246,0.12463159,0.04031243,-2.33056545,0.00408535
142,3,45,1.95606796,0.11932616,0.03826827,0.11990845,0.03863964,-2.35887623,0.00402576
142,3,46,1.94926194,0.12714200,0.04145149,0.12710464,0.04147109,-2.37305117,0.00393650
142,3,47,1.94566217,0.13669133,0.04530336,0.13651099,0.04519502,-2.37715006,0.00380406
142,3,48,1.92917607,0.11961643,0.03827652,0.12046735,0.03876699,-2.41242313,0.00425661
142,3,49,1.93172703,0.11878021,0.03808466,0.11943278,0.03846234,-2.42430806,0.00417371
142,3,50,1.92174401,0.11954995,0.03820306,0.12063832,0.03881449,-2.43920779,0.00428697
142,3,51,1.91392273,0.11868064,0.03807198,0.11931096,0.03843517,-2.47813082,0.00426382
142,3,52,1.90739698,0.12271958,0.03945882,0.12395928,0.04016854,-2.49197030,0.00441469
142,3,53,1.90434033,0.12354675,0.03967569,0.12513058,0.04056573,-2.50993037,0.00452343
142,3,54,1.89674341,0.15317268,0.05070323,0.15600232,0.05227163,-2.52574587,0.00477707
142,3,55,1.88874571,0.11676456,0.03731059,0.11764408,0.03781807,-2.55629945,0.00440710
142,3,56,1.88540758,0.11789397,0.03762099,0.11911830,0.03828859,-2.56804085,0.00455117
142,3,57,1.88341052,0.11812373,0.03771708,0.11944274,0.03844744,-2.58166027,0.00454226
142,3,58,1.88071085,0.11975439,0.03830020,0.12096245,0.03898739,-2.60152960,0.00459472
142,3,59,1.87635497,0.12915313,0.04181708,0.13128612,0.04298558,-2.61570787,0.00475837
142,3,60,1.86322123,0.11914437,0.03838549,0.11975225,0.03866126,-2.63570738,0.00442963
142,3,61,1.86907772,0.11832992,0.03778607,0.11975876,0.03856401,-2.65155339,0.00475054
142,3,62,1.85365860,0.11716188,0.03730897,0.11840829,0.03797198,-2.67285371,0.00473596
142,3,63,1.84633777,0.11665198,0.03717334,0.11771642,0.03778807,-2.70512486,0.00470135
142,3,64,1.85099297,0.11694248,0.03744708,0.11746468,0.03773052,-2.70916772,0.00476944
142,3,65,1.83688206,0.11709095,0.03739428,0.11783864,0.03775780,-2.73375916,0.00480685
142,3,66,1.84046639,0.12517842,0.04029588,0.12716076,0.04136759,-2.75031757,0.00508072
142,3,67,1.84018096,0.11864432,0.03822665,0.11903651,0.03841940,-2.76565480,0.00468430
142,3,68,1.84346777,0.12169585,0.03941971,0.12215099,0.03958893,-2.77985120,0.00481304
142,3,69,1.83256061,0.13156054,0.04271308,0.13395592,0.04399818,-2.79443002,0.00530655
142,3,70,1.82856965,0.11487909,0.03662682,0.11561300,0.03703110,-2.81421566,0.00504712
142,3,71,1.82420345,0.11454847,0.03650102,0.11553297,0.03704194,-2.82926130,0.00510577
142,3,72,1.81527721,0.12265207,0.03966806,0.12298229,0.03978038,-2.84268022,0.00483573
142,3,73,1.81714747,0.11780051,0.03784177,0.11845259,0.03814766,-2.86480689,0.00491860
142,3,74,1.81070104,0.11498027,0.03656040,0.11605593,0.03717187,-2.89090824,0.00521384
142,3,75,1.80937754,0.11570713,0.03696025,0.11637485,0.03730967,-2.89967060,0.00512695
142,3,76,1.80230088,0.11600173,0.03692265,0.11717456,0.03757605,-2.92094684,0.00545254
142,3,77,1.80259727,0.11658677,0.03716077,0.11781411,0.03789124,-2.94474673,0.00549403
142,3,78,1.80787356,0.11563416,0.03693480,0.11630533,0.03727601,-2.94426966,0.00536191
142,3,79,1.79183800,0.11407209,0.03623233,0.11485101,0.03669155,-2.97198129,0.00537639
142,3,80,1.78968964,0.13322076,0.04335410,0.13534770,0.04458047,-2.99278808,0.00589976
142,3,81,1.79032650,0.11421254,0.03636097,0.11522181,0.03684935,-2.99971819,0.00536492
142,3,82,1.78851028,0.11797815,0.03759126,0.11926793,0.03837598,-3.02649045,0.00575096
142,3,83,1.78490806,0.11357995,0.03605131,0.11431227,0.03647314,-3.03501248,0.00554478
142,3,84,1.78650708,0.11634052,0.03702252,0.11752950,0.03771389,-3.05095458,0.00569421
142,3,85,1.78248313,0.11438781,0.03631359,0.11548267,0.03690630,-3.06312847,0.00581750
142,3,86,1.77901473,0.12009314,0.03841457,0.12167584,0.03931566,-3.07818174,0.00592766
142,3,87,1.76878891,0.11365529,0.03604333,0.11469323,0.03662485,-3.09756064,0.00581387
142,3,88,1.77673704,0.11395189,0.03631348,0.11499662,0.03680845,-3.10509896,0.00582700
142,3,89,1.77282925,0.11344736,0.03601046,0.11442305,0.03656674,-3.12574172,0.00584077
142,3,90,1.76625769,0.11855186,0.03781336,0.11987139,0.03865343,-3.14923620,0.00599528
142,3,91,1.76445593,0.11297699,0.03590498,0.11363442,0.03631134,-3.16737604,0.00576327
142,3,92,1.76898970,0.11324700,0.03604198,0.11404729,0.03648484,-3.17865491,0.00593156
142,3,93,1.75924658,0.11415610,0.03638210,0.11463638,0.03670921,-3.19868827,0.00595058
142,3,94,1.76205873,0.11389154,0.03606652,0.11465832,0.03656437,-3.20062566,0.00596776
142,3,95,1.75707657,0.11689063,0.03719880,0.11839774,0.03805794,-3.21824741,0.00625417
142,3,96,1.75772236,0.11972736,0.03866548,0.12017660,0.03884801,-3.22160196,0.00568597
142,3,97,1.75146066,0.11592137,0.03685053,0.11732103,0.03767353,-3.24718213,0.00631931
142,3,98,1.74935057,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,3,99,1.74484670,0.11763437,0.03743600,0.11901011,0.03828088,-3.27437377,0.00639032
142,3,100,1.74304951,0.11410673,0.03618868,0.11529073,0.03689886,-3.30791187,0.00641403
142,4,1,1.65106875,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,2,1.44217064,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,3,1.25506023,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,4,1.19507545,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,5,1.18769941,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,6,1.18724690,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,7,1.18722874,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,8,1.18722002,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,9,1.18720825,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,10,1.18719536,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,11,1.18718760,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,12,1.18716652,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,13,1.18716420,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,14,1.18713751,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,15,1.18713620,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,4,16,1.18711896,0.11291913,0.03584914,0.11349746,0.03620718,-3.25585198,0.00615574
142,5,1,1.43996824,0.11188379,0.03544407,0.11279697,0.03601816,-3.26334453,0.00622610
142,5,2,1.25461194,0.11054583,0.03510827,0.11137291,0.03561406,-3.26745248,0.00611594
142,5,3,1.17194736,0.11002176,0.03497796,0.11087886,0.03550120,-3.27006078,0.00610391
142,5,4,1.15169074,0.11107133,0.03536203,0.11224173,0.03606733,-3.27353930,0.00621316
142,5,5,1.14144496,0.10863385,0.03466432,0.10945691,0.03515477,-3.27753448,0.00604388
142,5,6,1.13067446,0.10785715,0.03451209,0.10861744,0.03496402,-3.28431082,0.00600788
142,5,7,1.11891009,0.11135465,0.03564124,0.11284877,0.03647223,-3.29131627,0.00618880
142,5,8,1.10688266,0.10965169,0.03509379,0.11092482,0.03581294,-3.29999256,0.00612042
142,5,9,1.09086621,0.10703924,0.03437631,0.10793295,0.03490716,-3.31387925,0.00603051
142,5,10,1.07590906,0.10671552,0.03441339,0.10735129,0.03481606,-3.32781434,0.00599055
142,5,11,1.06328516,0.10678018,0.03440321,0.10747040,0.03483985,-3.33903360,0.00596654
142,5,12,1.05235781,0.10792546,0.03454617,0.10882526,0.03510295,-3.34966302,0.00610815
142,5,13,1.04113358,0.10824362,0.03460600,0.10908045,0.03514173,-3.35875463,0.00613310
142,5,14,1.02901609,0.10870581,0.03515561,0.10901038,0.03543316,-3.36633897,0.00613239
142,5,15,1.01704723,0.10956131,0.03522953,0.11002735,0.03559451,-3.37396717,0.00628303
142,5,16,1.00246781,0.11387581,0.03722250,0.11382527,0.03731005,-3.37943959,0.00625592
142,5,17,0.98766442,0.11265654,0.03565697,0.11339091,0.03616283,-3.38433170,0.00654301
142,5,18,0.97243225,0.11518297,0.03604305,0.11634000,0.03671803,-3.38891745,0.00672641
142,5,19,0.95813694,0.11649731,0.03630970,0.11768534,0.03699117,-3.38839912,0.00688854
142,5,20,0.94586846,0.11784108,0.03664947,0.11888479,0.03724548,-3.38195682,0.00699251
